1.0824,1.228,1.1334,1.1508,1.2871,1.2607,1.0865,1.0605,0.9148,1.0095,0.9921,0.8558,0.8822,1.0564,1.0,1.0,1.0,1.0,1.0,0.0,0.9395,5.0,5.0,4.0605,-1.04,-0.0424,-1.7391,0.1111,0.2995,2.1275,0.7718,-0.0471,0.3631,-0.2581,1.2272,0.793,1.4624,-3.0,1.8664,0.7743,0.5403,-0.2351,-0.0627,0.516,21.0782
0.931,1.0574,0.819,0.828,0.9279,1.0354,1.0598,1.2118,1.0855,1.3239,1.3149,1.2149,1.1075,1.083,0.0,1.0,1.0,1.0,1.0,0.0,0.7882,5.0,5.0,4.2118,-0.9776,0.0466,-1.8414,0.202,0.3925,2.3397,0.7749,0.3427,0.596,0.2861,1.4657,1.0336,1.7531,-3.0,2.2829,1.173,0.6204,-0.1509,-0.1813,0.4626,21.0148
1.1324,1.114,1.2202,1.2142,1.2524,1.3016,1.1482,1.0104,1.0289,0.9226,0.9287,0.8904,0.8413,0.9946,1.0,1.0,1.0,1.0,1.0,0.0,0.9896,5.0,5.0,4.0104,-1.0913,-0.0411,-1.6816,0.1472,0.3187,2.0982,0.6995,-0.0293,0.3609,-0.2753,1.1873,0.8008,1.4364,-3.0,1.8225,0.664,0.4906,-0.2586,-0.0896,0.5041,21.0991
1.0365,0.8372,1.0526,0.8162,0.909,0.9666,1.0437,1.1064,1.3057,1.0903,1.3267,1.2339,1.1762,1.0991,0.0,1.0,1.0,1.0,1.0,0.0,0.8936,5.0,5.0,4.1064,-1.0839,0.0475,-1.7092,0.252,0.4297,2.2382,0.7192,0.3508,0.604,0.2874,1.4444,1.0604,1.8178,-3.0,2.307,0.9725,0.6329,-0.1177,-0.1735,0.4663,21.059
1.3357,1.1305,1.3021,1.309,1.2488,1.1758,1.2392,0.8071,1.0124,0.8408,0.8338,0.894,0.9671,0.9037,1.0,1.0,1.0,1.0,1.0,0.0,1.1929,5.0,5.0,3.8071,-1.2461,-0.0897,-1.6424,0.1497,0.309,2.0555,0.649,-0.0708,0.3181,-0.3805,1.1255,0.8204,1.4995,-3.0,1.69,0.5491,0.4466,-0.2917,-0.0737,0.4571,21.1842
0.8667,0.8868,0.9041,0.844,0.9539,0.9458,1.0294,1.2761,1.256,1.2388,1.2988,1.1889,1.197,1.1135,0.0,1.0,1.0,1.0,1.0,0.0,0.7239,5.0,5.0,4.2761,-0.9473,0.0806,-1.7813,0.2452,0.4258,2.3146,0.7314,0.3676,0.6168,0.2839,1.4698,1.0432,1.8268,-3.0,2.3382,1.0678,0.6312,-0.1709,-0.1457,0.4823,20.9879
1.1435,1.2734,1.2366,1.1528,1.2636,1.2574,1.0942,0.9993,0.8694,0.9063,0.9901,0.8793,0.8855,1.0486,1.0,1.0,1.0,1.0,1.0,0.0,1.0007,5.0,5.0,3.9993,-1.0719,-0.0716,-1.7034,0.0857,0.2729,2.06,0.768,-0.1036,0.3286,-0.2942,1.1867,0.8028,1.4604,-3.0,1.8022,0.7096,0.5517,-0.1966,-0.0765,0.4969,21.1038
0.9915,0.8373,1.0421,1.0695,0.9561,0.9215,1.0188,1.1513,1.3055,1.1007,1.0734,1.1868,1.2214,1.124,0.0,1.0,1.0,1.0,1.0,0.0,0.8487,5.0,5.0,4.1513,-1.0411,0.0496,-1.7094,0.2617,0.4179,2.2485,0.6297,0.2568,0.5543,0.1411,1.3227,1.0489,1.8498,-3.0,2.238,0.8513,0.6353,-0.2494,-0.1379,0.4887,21.0401
1.1654,1.3101,1.2614,1.2195,1.1219,1.3077,1.2395,0.9775,0.8328,0.8814,0.9234,1.021,0.8352,0.9034,1.0,1.0,1.0,1.0,1.0,0.0,1.0225,5.0,5.0,3.9775,-1.0743,-0.0911,-1.6933,0.0827,0.2487,2.0453,0.6807,-0.0831,0.3109,-0.2836,1.126,0.8558,1.4285,-3.0,1.6775,0.6789,0.4767,-0.2026,-0.1652,0.4267,21.1129
0.9706,0.9319,0.8669,1.0461,1.063,0.9912,0.8188,1.1723,1.211,1.276,1.0968,1.0799,1.1516,1.3241,0.0,1.0,1.0,1.0,1.0,0.0,0.8277,5.0,5.0,4.1723,-1.0291,0.0586,-1.8002,0.2416,0.4253,2.3329,0.7445,0.2139,0.5701,0.1653,1.3633,0.9933,1.8192,-3.0,2.3951,1.0094,0.7447,-0.2665,-0.0866,0.5794,21.0314
1.1087,1.2572,1.1479,1.1844,1.333,1.2468,1.1646,1.0341,0.8857,0.9949,0.9585,0.8099,0.896,0.9782,1.0,1.0,1.0,1.0,1.0,0.0,0.9659,5.0,5.0,4.0341,-1.054,-0.0547,-1.7364,0.1026,0.2885,2.1157,0.762,-0.0649,0.3368,-0.3372,1.2151,0.7656,1.4368,-3.0,1.7705,0.7383,0.4832,-0.2566,-0.0443,0.495,21.0892
1.0018,0.9011,0.822,1.0498,0.9336,0.9097,0.8807,1.1411,1.2418,1.3208,1.093,1.2092,1.2332,1.2622,0.0,1.0,1.0,1.0,1.0,0.0,0.8589,5.0,5.0,4.1411,-1.0616,0.0598,-1.8088,0.2671,0.438,2.3691,0.6899,0.293,0.6036,0.254,1.3681,1.0742,1.9038,-3.0,2.4123,1.0457,0.7284,-0.2751,-0.1351,0.5338,21.0444
1.1552,1.2916,1.079,1.0998,1.201,1.2823,1.3029,0.9876,0.8512,1.0639,1.043,0.9419,0.8606,0.8399,1.0,1.0,1.0,1.0,1.0,0.0,1.0124,5.0,5.0,3.9876,-1.0913,-0.0639,-1.7665,0.1065,0.2894,2.1545,0.7491,0.0415,0.3706,-0.2264,1.2614,0.817,1.4145,-3.0,1.7386,0.8456,0.4124,-0.2183,-0.1248,0.4276,21.1087
0.8285,0.9793,1.0418,1.0183,1.0467,1.0176,0.8429,1.3144,1.1636,1.1011,1.1245,1.0961,1.1253,1.3,0.0,1.0,1.0,1.0,1.0,0.0,0.6856,5.0,5.0,4.3144,-0.8842,0.0557,-1.7426,0.1925,0.3723,2.2156,0.7312,0.1378,0.5207,0.1125,1.3197,0.9909,1.7859,-3.0,2.2949,0.9059,0.7462,-0.1952,-0.1052,0.5538,20.9719
