1.999,1.9832,1.8461,1.3445,1.8961,1.529,1.6437,0.0367,0.0525,0.1896,0.6912,0.1396,0.5067,0.392,1.0,1.0,1.0,1.0,1.0,0.0,1.2133,5.0,5.0,3.0367,-1.4702,-0.5289,-1.6559,-0.4061,-0.1781,1.498,0.9651,-0.9438,-0.2739,-1.6379,0.8489,0.2664,0.719,-3.0,0.4125,0.0319,0.0542,-0.1577,0.1268,0.3379,20.1002
0.7628,0.6913,0.2152,1.0061,0.505,0.6762,0.4315,1.2729,1.3444,1.8205,1.0296,1.5307,1.3595,1.6042,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,5.0,4.9771,4.2729,-0.8364,0.0736,-2.1172,0.2105,0.379,2.6676,0.6837,0.4193,0.769,0.6312,1.4217,1.3026,2.2096,-3.0,2.9878,1.4284,0.984,-0.3921,-0.2281,0.6202,19.592
1.9602,1.1957,1.9954,1.061,1.6326,1.3825,1.9473,0.0755,0.84,0.0403,0.9747,0.4031,0.6532,0.0884,1.0,1.0,1.0,1.0,1.0,0.0,1.1745,5.0,5.0,3.0755,-1.5676,-0.3925,-1.4658,-0.1531,0.03,1.5388,0.7647,-0.4135,-0.0265,-1.2305,1.0843,0.4271,0.8772,-3.0,0.6391,-0.0693,-0.158,-0.1096,0.024,0.2464,20.0839
0.3556,0.0233,0.4211,0.9731,0.4346,0.4475,0.9039,1.6801,2.0124,1.6146,1.0626,1.6011,1.5882,1.1318,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,5.0,4.5699,4.6801,-0.6765,0.3209,-1.8699,0.5283,0.6418,2.709,0.4378,0.8831,0.9433,0.9658,1.4583,1.3532,2.2788,-3.0,2.9792,1.2189,0.6912,-0.3957,-0.2479,0.4406,19.5864
1.9235,2.0011,1.9642,1.7085,1.9684,1.1549,1.1369,0.1122,0.0346,0.0716,0.3272,0.0673,0.8808,0.8988,1.0,1.0,1.0,1.0,1.0,0.0,1.1378,5.0,5.0,3.1122,-1.3888,-0.5348,-1.6113,-0.4274,-0.2134,1.4245,0.9087,-1.2632,-0.3569,-1.8079,0.6111,0.34,1.0874,-3.0,0.6,-0.2124,0.4209,-0.2839,0.2727,0.478,20.0686
0.5307,0.2067,0.2015,0.3897,0.5098,0.5754,0.0843,1.505,1.829,1.8342,1.646,1.5259,1.4603,1.9514,0.0,1.0,1.0,1.0,1.0,0.0,1.6435,4.9179,5.0,2.6885,-1.087,0.5563,-1.7164,0.9828,1.0835,3.0,0.3586,1.9008,1.3337,1.4885,2.028,1.3842,2.5026,-1.1835,3.0,1.4522,1.0525,-0.382,-0.1417,0.8989,20.3006
1.4994,1.6972,1.8416,1.9131,2.0214,1.4418,1.6937,0.5363,0.3385,0.1941,0.1227,0.0144,0.5939,0.342,1.0,1.0,1.0,1.0,1.0,0.0,0.7137,5.0,5.0,3.5363,-1.0903,-0.409,-1.6115,-0.3088,-0.1536,1.5469,0.6585,-1.0104,-0.323,-1.9255,0.6326,0.2272,0.7741,-3.0,0.2959,-0.3159,-0.0498,-0.51,0.2129,0.3918,19.891
0.5403,0.1568,0.0441,0.5933,0.9486,0.7645,0.5812,1.4954,1.8789,1.9916,1.4425,1.0871,1.2712,1.4546,0.0,1.0,1.0,1.0,1.0,0.0,0.3654,5.0,5.0,3.8846,-0.8911,0.3508,-2.0185,0.5828,0.7533,2.9373,0.6701,1.192,1.0647,0.8257,1.9326,1.0664,2.0638,-2.3892,3.0,1.5014,0.6843,-0.4901,-0.0208,0.7702,19.7453
1.72,1.1135,1.789,1.6082,1.8957,2.0056,1.1726,0.3157,0.9222,0.2467,0.4275,0.14,0.0301,0.8631,1.0,1.0,1.0,1.0,1.0,0.0,0.9343,5.0,5.0,3.3157,-1.4045,-0.3155,-1.5428,-0.1141,0.0732,1.6682,0.7798,-0.7621,-0.0718,-1.3583,0.8131,0.2307,0.5929,-3.0,1.0653,-0.1389,0.2102,-0.3856,0.0907,0.6529,19.9834
0.8419,0.1143,0.142,0.4371,0.0625,0.1185,0.8803,1.1939,1.9214,1.8938,1.5987,1.9732,1.9172,1.1554,0.0,1.0,1.0,1.0,1.0,0.0,0.7398,5.0,5.0,3.5102,-1.1355,0.2936,-1.9353,0.6622,0.7631,2.9228,0.378,1.564,1.2059,1.3722,1.922,1.6361,2.6982,-2.3163,3.0,1.5704,0.7141,-0.3233,-0.3371,0.4413,19.902
1.1109,2.0188,1.7328,1.1204,1.7535,1.4406,1.1942,0.9248,0.0169,0.3029,0.9153,0.2822,0.5951,0.8415,1.0,1.0,1.0,1.0,1.0,0.0,0.3252,5.0,5.0,3.9248,-0.74,-0.3709,-1.7392,-0.4706,-0.2239,1.528,1.0459,-0.933,-0.1759,-1.3023,0.9376,0.3896,0.9311,-3.0,0.8728,0.2806,0.3994,-0.0223,0.1074,0.4422,19.7284
0.9623,1.0003,0.3589,0.6191,0.1236,0.1653,0.5448,1.0734,1.0354,1.6768,1.4166,1.9121,1.8705,1.4909,0.0,1.0,1.0,1.0,1.0,0.0,0.1766,5.0,5.0,4.0734,-0.9273,-0.0351,-2.1092,0.0877,0.2705,2.5319,0.7498,0.4733,0.7774,0.8617,1.5111,1.5827,2.605,-3.0,2.9285,1.5823,1.0882,-0.0945,-0.3294,0.4028,19.6662
1.1928,1.3778,1.8211,1.8052,1.7731,1.3266,1.6769,0.8429,0.6579,0.2147,0.2305,0.2626,0.7091,0.3589,1.0,1.0,1.0,1.0,1.0,0.0,0.4071,5.0,5.0,3.8429,-0.8929,-0.2999,-1.5734,-0.2093,-0.0809,1.6055,0.5423,-0.7713,-0.18,-1.6117,0.7163,0.3887,0.9582,-3.0,0.5519,-0.2712,-0.0148,-0.4858,0.1261,0.3737,19.7627
0.7278,0.8486,0.6813,0.1033,0.7374,0.4368,0.4251,1.3079,1.1871,1.3545,1.9325,1.2983,1.5989,1.6106,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,5.0,4.9421,4.3079,-0.7691,0.0413,-1.9793,0.0468,0.3147,2.3394,1.1036,0.4129,0.7665,0.7222,1.7791,1.2095,2.2407,-3.0,2.9877,1.5078,1.0594,0.1533,-0.0888,0.5511,19.5915
1.8288,1.4767,1.5852,1.3744,1.3492,1.8882,1.2483,0.207,0.5591,0.4505,0.6613,0.6866,0.1475,0.7874,0.0,1.0,1.0,1.0,1.0,0.0,1.043,5.0,5.0,3.207,-1.4423,-0.3865,-1.6759,-0.195,-0.0049,1.7389,0.7962,-0.6216,-0.0052,-0.9444,0.8548,0.526,0.7876,-3.0,1.1301,0.257,0.3089,-0.1936,-0.1606,0.4785,20.0289
